41.36,42.54,44.03,54.54,61.31,73.86,86.36,97.94,99.78,113.18,150.44,178.94,200.48,214.77,234.2,257.36,250.37,311.74,333.38,341.88,475.43,413.49,358.18,428.94,444.74,424.33,545.52,526.85,571.69,474.16,518.32,453.74,343.8,609.85,564.85,533.77,502.99,387.93,405.29,390.36,415.43,434.98,364.98,489.29,379.64,260.8,303.38,265.26,234.61,239.72,230.55,236.93,173,154.8,110.65,76.58,94.37,80.92,71.55,57.6,68,48.48,35.22,40
40.8,35.14,32.8,52.73,62.82,79.84,81.56,131.52,127.79,97.99,146.38,156.82,166.26,164.5,275.15,319.05,303.31,325.47,288.42,348.74,282.93,361.9,424.47,396.01,579.83,514.99,521.28,471.5,503.63,439.66,317.36,554.68,528.7,577.02,499.79,670.86,531.63,380.47,482.35,425.44,371.53,287.83,482.79,414.91,387.87,333.38,317.71,289.52,182.02,231.9,194,167.75,174.98,165.25,154.7,111.81,96.62,69.41,54.82,52.14,56.14,46.97,40.9,55.36
52.24,43.04,52.22,56.75,62.59,68.96,67.65,100.38,130.41,136.22,157.41,150.22,143.94,222.25,218.56,256.86,271.32,235.89,361.65,269.8,333.24,367.29,373.54,548.84,482.46,403.47,482.11,475.31,462.8,580.62,492.46,606.65,524.7,537.23,493.87,376.26,563.12,492.37,535.85,482.46,383.35,339.58,374.22,376.99,346,329.53,240.07,308.27,195.17,223.16,198.15,163.66,218.55,135.63,126.85,93.65,91.93,74.85,79.84,63.52,52.43,46.52,40.57,38.48
40.96,36.78,45.45,46.6,56.2,71.14,77.89,81.99,114.88,114.7,133.31,164.74,175.56,181.54,256.75,222.47,250.37,282.47,298.7,283.53,399.6,348.04,360.6,397.7,413.16,366.3,491.43,448.59,426.82,470.21,473.55,405.77,507.71,486.49,422.9,474.46,459.09,373.01,444.27,433.34,363.08,411.54,376.53,290.22,356.3,303.84,250.82,274.08,244.72,186.35,222.66,167.37,146.58,139.7,122.29,92.56,112.38,63.33,62.98,51.21,47.51,50.98,49.04,32.48
38.4,39.33,47.77,52.83,61.78,70.32,75.01,81.61,121,135.46,152.77,172.66,177.42,186.52,261.35,276.07,297.24,314.13,314.76,326.78,407.62,434.28,430.13,435.7,435.97,504.11,503.56,546.9,475.43,504.72,486.49,622.64,516.7,531.26,483.03,481.27,454.32,596.81,474.19,409.65,422.19,379.2,369.6,370.43,365.22,263.37,304.57,260.29,257.87,186.35,229.72,147.66,164.41,147.83,135.21,92.12,93.81,71.97,68.01,62.24,54.84,38.95,36.04,39.52
40.8,41.97,45.1,51.02,59.8,70.05,81.88,94.75,107.87,120.77,149.57,171.67,192.29,210.61,214.88,241.69,270.22,308.15,333.38,346.68,337.62,316.47,422.86,439.08,464.04,471.47,461.59,500.13,529.88,565.84,531.26,543.69,517.7,618.8,525.42,480.3,476.27,450.4,435.21,381.58,435.7,345.24,380.38,374.8,356.98,302.55,257.99,327.57,265.96,273.77,235.95,200.11,196.44,156.25,144.07,101.97,93.25,75.97,66.24,59.11,42.59,43.4,37.52,40
42.08,43.45,46.25,48.61,54.23,73.72,85.08,98.69,113.56,125.33,152.48,176.96,199.73,212.69,239.72,253.82,324.26,311.14,326.32,354.24,373.35,383.46,454.39,439.08,408.78,455.15,466.26,470.54,444.32,504.72,453.66,508.71,502.71,505.39,453.46,435.57,499.18,469.05,495.05,464.92,409.52,360.6,431.2,390.85,380.32,341.74,302.18,267.46,278.6,258.59,219.34,197.87,168.37,159.45,134.7,123.85,95.5,85.08,68.69,70.02,52.13,49.82,41.14,41.68
41.04,40.65,45.54,51.32,57.83,76.58,81.88,87.81,118.16,131.41,146.67,173.99,190.06,188.18,244.78,270,274.63,294.42,326.32,310.3,382.83,411.18,401.84,383.35,445.62,417.07,471.85,505.86,483.21,446.56,454.65,513.71,502.71,535.24,505.7,441.41,372.23,521.28,478.73,478.08,446.67,376.77,291.83,411.26,377.58,348.16,322.49,259.19,192.64,256.75,229.72,202.71,179.6,139.7,101.02,121.88,108.82,86.52,74.95,56.43,39.37,49.46,47.89,43.28
41.2,41.64,43.05,47.71,60.03,71.95,84.44,96.81,101.31,125.08,138.24,177.62,194.53,212.69,223.16,263.94,244.85,308.15,330.17,342.57,406.16,410.41,349.28,423.88,440.36,436.11,563.24,505.86,442.38,500.77,499.42,475.73,626.64,517.33,461.34,499.74,482.95,446.67,579.37,451.76,406.14,413.15,385,347.82,424.26,335.95,281.28,285.11,252.31,220.86,263.37,194.9,161.11,149.86,127.86,106.34,117.64,82.04,72.91,60.5,52.83,44.11,49.21,42.96
39.84,42.29,45.99,51.32,57.6,77.26,86.04,99.81,111.59,134.19,147.54,154.51,173.7,200.64,226.84,274.05,289.52,298,371.93,374.14,392.31,391.16,414.77,417.97,406.15,410.73,455.07,464.82,549.33,522.46,498.43,601.66,555.68,537.23,500.77,489.05,471.5,426.16,434.3,399.13,402.77,431.75,401.17,347.1,347.37,349.44,345.18,288.97,286.69,236.96,242.6,202.34,154.84,140.86,113.43,105.03,85.55,65.89,68.01,55.74,60.46,46.88,41.14,42.4
